task_id,title,description,priority,status,assignee,project,created_date,due_date,completed_date,tags,estimated_hours,actual_hours,dependencies,progress_percent,comments_count,last_updated
TASK-0839,Optimize image processing,Testing and QA tasks,High,Todo,Esha,Notifications,2025-07-23,2025-07-28,,ux,16,,,0,1,2025-08-20
TASK-0840,Setup feature rollout,Documentation and handover,Low,Todo,Aisha,AuthService,2025-09-09,2025-10-16,,"performance,backend,research",40,,,0,9,2025-09-16
TASK-0841,Create data backup job,Data pipeline and ETL,Critical,In Progress,Faisal,Scheduler,2025-08-06,2025-09-19,,backend,24,,TASK-663,36,3,2025-08-22
TASK-0842,Optimize image processing,Model training and evaluation,Low,In Progress,Esha,Dashboard,2025-09-24,2025-10-24,,ml,16,,TASK-296,44,2,2025-09-26
TASK-0843,Build notification service,Backend APIs and integration,High,Todo,Deepak,AuthService,2025-09-10,2025-09-24,,api,16,,TASK-785,0,3,2025-10-10
TASK-0844,Add feature flags,Customer-facing improvements,Low,Todo,Bhanu,Analytics,2025-09-22,2025-10-19,,data,16,,,0,4,2025-10-02
TASK-0845,Create dashboard widgets,DevOps tasks for deployment,High,In Progress,Harish,Analytics,2025-10-11,2025-11-04,,"performance,frontend",40,,,56,6,2025-10-15
TASK-0846,Investigate latency issue,Documentation and handover,High,Review,Bhanu,Payments,2025-07-22,2025-08-25,,"api,performance,bug",16,,TASK-43,84,0,2025-10-03
TASK-0847,Annotate training data,Detailed work on feature as per spec,Critical,Done,Faisal,Dashboard,2025-10-14,2025-11-06,2025-11-10,"frontend,ml",4,4,,100,15,2025-10-15
TASK-0848,Prototype new UI,DevOps tasks for deployment,High,In Progress,Jaya,Onboarding,2025-07-25,2025-08-17,,research,40,,,42,1,2025-09-01
TASK-0849,Add feature flags,Frontend design and interaction,Medium,Done,Chitra,Notifications,2025-09-01,2025-09-30,2025-09-05,"bug,frontend,api",16,21,,100,5,2025-09-06
TASK-0850,Create data backup job,Frontend design and interaction,Critical,Review,Bhanu,Analytics,2025-09-30,2025-10-09,,"bug,ux",4,,TASK-218,95,7,2025-10-01
TASK-0851,Set up CI/CD pipeline,Model training and evaluation,High,In Progress,Irfan,AuthService,2025-08-05,2025-09-13,,"data,research,ux",4,,,10,2,2025-09-16
TASK-0852,Set up CI/CD pipeline,Detailed work on feature as per spec,Low,Todo,Jaya,Onboarding,2025-10-01,2025-11-03,,api,16,,,0,7,2025-10-02
TASK-0853,Train intent classifier,Frontend design and interaction,Low,Done,Bhanu,Onboarding,2025-08-15,2025-08-31,2025-08-19,data,8,12,TASK-536,100,15,2025-09-19
TASK-0854,Write unit tests for scheduler,Detailed work on feature as per spec,Medium,Review,Gayathri,Payments,2025-08-08,2025-08-29,,"ml,performance",40,,,79,7,2025-08-23
TASK-0855,Migrate DB schema,Performance improvements and profiling,Low,Review,Aisha,AuthService,2025-08-24,2025-10-03,,research,8,,,73,4,2025-10-08
TASK-0856,Implement auth API,Data pipeline and ETL,Critical,Review,Bhanu,Dashboard,2025-09-27,2025-10-13,,"frontend,backend",8,,,83,10,2025-10-03
TASK-0857,Improve logging & monitoring,Frontend design and interaction,Low,Review,Bhanu,Analytics,2025-09-03,2025-10-02,,"data,research",24,,,76,11,2025-09-15
TASK-0858,Create data backup job,Data pipeline and ETL,Medium,Done,Gayathri,Onboarding,2025-09-12,2025-09-15,2025-09-18,"ml,backend",4,5,,100,9,2025-09-21
TASK-0859,Data ingestion from 3rd-party,Model training and evaluation,Low,Blocked,Harish,Platform,2025-10-06,2025-11-15,,"bug,research",8,,,24,8,2025-10-08
TASK-0860,Write API documentation,Data pipeline and ETL,Medium,Todo,Deepak,ML-Pipeline,2025-08-26,2025-09-12,,"data,ml,frontend",16,,,0,8,2025-10-07
TASK-0861,User research interviews,Model training and evaluation,High,Todo,Jaya,AuthService,2025-09-14,2025-10-05,,"devops,data",40,,,0,15,2025-09-14
TASK-0862,Build notification service,Detailed work on feature as per spec,Medium,Review,Irfan,Dashboard,2025-08-03,2025-08-27,,api,8,,TASK-751,93,8,2025-09-06
TASK-0863,Refactor legacy code,Data pipeline and ETL,Medium,Review,Jaya,Ops,2025-08-03,2025-08-28,,performance,24,,,80,10,2025-09-17
TASK-0864,Write API documentation,Data pipeline and ETL,Medium,In Progress,Gayathri,Platform,2025-10-12,2025-10-19,,ux,8,,,10,13,2025-10-12
TASK-0865,Integrate payment gateway,DevOps tasks for deployment,Medium,Todo,Deepak,Payments,2025-08-28,2025-09-06,,research,4,,,0,14,2025-09-10
TASK-0866,Create task scheduler,Testing and QA tasks,Critical,Review,Bhanu,Notifications,2025-07-30,2025-09-05,,"devops,backend,api",16,,,85,13,2025-09-10
TASK-0867,Integrate payment gateway,Backend APIs and integration,Medium,Todo,Jaya,Notifications,2025-10-14,2025-11-13,,"bug,ux,api",40,,,0,0,2025-10-15
TASK-0868,Optimize DB queries,Frontend design and interaction,High,Todo,Aisha,Scheduler,2025-09-19,2025-10-05,,ml,16,,,0,4,2025-09-20
TASK-0869,Integrate payment gateway,Data pipeline and ETL,Medium,Blocked,Esha,Dashboard,2025-09-25,2025-10-02,,api,24,,TASK-384,11,13,2025-09-28
TASK-0870,Create task scheduler,Frontend design and interaction,Low,Todo,Bhanu,Dashboard,2025-09-15,2025-09-28,,"data,ux",40,,,0,14,2025-09-20
TASK-0871,Setup feature rollout,Customer-facing improvements,Medium,In Progress,Harish,Dashboard,2025-09-22,2025-11-03,,"research,bug",16,,,7,9,2025-10-04
TASK-0872,Conduct A/B test,DevOps tasks for deployment,Medium,Todo,Jaya,AuthService,2025-07-18,2025-07-29,,devops,40,,,0,12,2025-10-09
TASK-0873,Refactor legacy code,Frontend design and interaction,Low,Todo,Deepak,Scheduler,2025-09-14,2025-09-20,,"ux,data,frontend",8,,,0,2,2025-09-30
TASK-0874,Set up CI/CD pipeline,Testing and QA tasks,Medium,Done,Aisha,Dashboard,2025-08-13,2025-08-29,2025-08-17,frontend,40,29,,100,2,2025-09-23
TASK-0875,Improve logging & monitoring,Frontend design and interaction,Medium,Done,Faisal,Onboarding,2025-10-10,2025-10-13,2025-10-10,"backend,ux,frontend",16,12,,100,6,2025-10-13
TASK-0876,Create onboarding emails,Backend APIs and integration,Medium,Done,Faisal,Onboarding,2025-07-26,2025-09-05,2025-07-27,"ml,bug,data",24,30,,100,9,2025-08-28
TASK-0877,Create dashboard widgets,Backend APIs and integration,Medium,Todo,Jaya,Platform,2025-08-14,2025-09-04,,"data,frontend",8,,TASK-782,0,1,2025-09-03
TASK-0878,Evaluate model accuracy,Documentation and handover,Low,In Progress,Aisha,Onboarding,2025-07-30,2025-08-05,,research,8,,,48,8,2025-10-05
TASK-0879,Build notification service,Performance improvements and profiling,Medium,Todo,Gayathri,Scheduler,2025-09-10,2025-10-15,,bug,16,,,0,12,2025-09-12
TASK-0880,Prototype new UI,Detailed work on feature as per spec,Medium,Todo,Deepak,Payments,2025-08-23,2025-10-03,,"data,api,bug",4,,,0,2,2025-08-26
TASK-0881,Set up CI/CD pipeline,Detailed work on feature as per spec,Critical,Done,Esha,Platform,2025-09-29,2025-11-06,2025-11-01,"backend,research,data",8,9,,100,12,2025-10-05
TASK-0882,User research interviews,Backend APIs and integration,Medium,Todo,Bhanu,Scheduler,2025-07-17,2025-08-14,,"research,ml,ux",24,,,0,4,2025-09-02
TASK-0883,Implement caching layer,DevOps tasks for deployment,Medium,Todo,Esha,AuthService,2025-08-16,2025-08-21,,"research,performance",8,,,0,1,2025-08-27
TASK-0884,Evaluate model accuracy,Data pipeline and ETL,High,In Progress,Irfan,Scheduler,2025-09-07,2025-09-22,,"backend,frontend,api",24,,,40,0,2025-09-21
TASK-0885,Implement caching layer,Backend APIs and integration,Medium,In Progress,Irfan,Platform,2025-09-22,2025-10-12,,"ml,api",40,,,12,1,2025-10-01
TASK-0886,Add feature flags,Detailed work on feature as per spec,Critical,In Progress,Deepak,Payments,2025-09-18,2025-10-13,,data,16,,,20,4,2025-10-13
TASK-0887,Integrate payment gateway,Backend APIs and integration,Low,In Progress,Irfan,ML-Pipeline,2025-09-29,2025-11-05,,ux,8,,,16,15,2025-10-05
TASK-0888,Build notification service,Performance improvements and profiling,Medium,Done,Aisha,Dashboard,2025-10-10,2025-10-17,2025-10-11,"data,api,bug",24,16,,100,0,2025-10-10
TASK-0889,Optimize image processing,Frontend design and interaction,Low,Todo,Aisha,Ops,2025-10-01,2025-10-25,,"frontend,data",8,,,0,12,2025-10-06
TASK-0890,Write API documentation,Documentation and handover,Low,In Progress,Jaya,AuthService,2025-08-22,2025-08-25,,"devops,performance,bug",40,,,22,9,2025-09-29
TASK-0891,Create task scheduler,Backend APIs and integration,High,Review,Jaya,Notifications,2025-10-01,2025-11-07,,"devops,ux",24,,,70,4,2025-10-13
TASK-0892,Deploy model to staging,Data pipeline and ETL,Low,Review,Deepak,Ops,2025-07-29,2025-09-02,,frontend,8,,,80,2,2025-08-09
TASK-0893,Set up CI/CD pipeline,Detailed work on feature as per spec,Medium,Done,Esha,Scheduler,2025-08-09,2025-09-15,2025-09-04,"backend,bug,ux",16,13,,100,3,2025-08-23
TASK-0894,Implement caching layer,Frontend design and interaction,Medium,Done,Aisha,Payments,2025-10-07,2025-11-12,2025-10-20,"performance,ux",40,27,,100,14,2025-10-08
TASK-0895,Train intent classifier,Data pipeline and ETL,Low,Todo,Deepak,Notifications,2025-09-01,2025-09-26,,performance,40,,,0,15,2025-10-11
TASK-0896,Create data backup job,Documentation and handover,Medium,In Progress,Chitra,Ops,2025-09-18,2025-10-24,,"research,backend",4,,,75,14,2025-10-12
TASK-0897,Optimize DB queries,Testing and QA tasks,Low,In Progress,Irfan,Platform,2025-09-27,2025-10-26,,devops,8,,,20,11,2025-10-11
TASK-0898,Migrate DB schema,Detailed work on feature as per spec,Medium,Todo,Faisal,Ops,2025-08-01,2025-08-08,,"research,ml",4,,,0,5,2025-09-21
TASK-0899,Conduct A/B test,Customer-facing improvements,High,Review,Gayathri,Ops,2025-08-02,2025-08-29,,"research,data,api",4,,,74,11,2025-10-15
TASK-0900,Evaluate model accuracy,Customer-facing improvements,Low,In Progress,Bhanu,Notifications,2025-10-12,2025-11-16,,"ux,devops",8,,,18,9,2025-10-13
TASK-0901,Conduct A/B test,Performance improvements and profiling,Medium,In Progress,Aisha,Dashboard,2025-07-27,2025-07-31,,"api,ml,performance",4,,,58,5,2025-08-23
TASK-0902,Data ingestion from 3rd-party,DevOps tasks for deployment,Critical,Review,Irfan,Ops,2025-09-16,2025-10-09,,"ux,bug,devops",40,,TASK-575,79,11,2025-09-29
TASK-0903,Implement role based access,Backend APIs and integration,Critical,Done,Jaya,Ops,2025-08-20,2025-09-13,2025-08-20,"ml,performance,bug",40,51,,100,12,2025-09-25
TASK-0904,Evaluate model accuracy,Testing and QA tasks,Medium,Todo,Deepak,Onboarding,2025-08-04,2025-09-06,,"frontend,ml",8,,,0,3,2025-09-05
TASK-0905,Setup feature rollout,Data pipeline and ETL,High,In Progress,Chitra,Payments,2025-07-31,2025-08-22,,"research,backend,data",8,,,33,13,2025-10-15
TASK-0906,Evaluate model accuracy,Performance improvements and profiling,Low,Todo,Gayathri,Platform,2025-09-19,2025-09-26,,devops,40,,,0,12,2025-10-05
TASK-0907,Implement auth API,Customer-facing improvements,Medium,Todo,Jaya,AuthService,2025-09-03,2025-09-09,,"performance,ml",40,,TASK-597,0,4,2025-09-06
TASK-0908,Implement caching layer,Testing and QA tasks,Low,In Progress,Aisha,ML-Pipeline,2025-08-19,2025-09-19,,"research,performance,ml",4,,,62,13,2025-09-30
TASK-0909,Build notification service,Customer-facing improvements,Low,Todo,Bhanu,ML-Pipeline,2025-07-26,2025-08-28,,"backend,ml",40,,,0,0,2025-09-14
TASK-0910,Optimize image processing,DevOps tasks for deployment,Medium,In Progress,Deepak,Payments,2025-09-19,2025-10-21,,frontend,8,,,45,6,2025-09-30
TASK-0911,Optimize image processing,Performance improvements and profiling,Low,In Progress,Bhanu,ML-Pipeline,2025-10-13,2025-10-29,,frontend,4,,,5,7,2025-10-14
TASK-0912,Write unit tests for scheduler,DevOps tasks for deployment,Critical,In Progress,Harish,ML-Pipeline,2025-08-06,2025-09-14,,"performance,frontend",8,,,14,9,2025-09-14
TASK-0913,Set up CI/CD pipeline,Customer-facing improvements,Low,Done,Jaya,Analytics,2025-10-08,2025-10-20,2025-10-20,"data,backend",4,4,,100,6,2025-10-12
TASK-0914,Setup feature rollout,Backend APIs and integration,Medium,In Progress,Chitra,ML-Pipeline,2025-08-12,2025-09-26,,"ml,ux,frontend",4,,,16,5,2025-08-25
TASK-0915,Investigate latency issue,Data pipeline and ETL,Low,Done,Gayathri,Scheduler,2025-08-02,2025-09-08,2025-08-23,"api,ux,devops",24,35,,100,5,2025-10-10
TASK-0916,Add feature flags,Testing and QA tasks,Medium,In Progress,Jaya,ML-Pipeline,2025-10-12,2025-11-15,,"ux,data,performance",24,,,20,1,2025-10-15
TASK-0917,Create data backup job,Documentation and handover,Low,In Progress,Chitra,Onboarding,2025-08-29,2025-09-01,,"data,ml",4,,,26,11,2025-09-18
TASK-0918,Add feature flags,Frontend design and interaction,Low,In Progress,Faisal,Onboarding,2025-09-02,2025-10-09,,"frontend,research",24,,,14,2,2025-10-08
TASK-0919,Build notification service,Testing and QA tasks,Medium,Done,Jaya,Onboarding,2025-08-04,2025-09-13,2025-09-07,"research,devops,performance",40,48,,100,4,2025-08-08
TASK-0920,Create data backup job,Testing and QA tasks,High,Done,Deepak,Platform,2025-08-20,2025-09-30,2025-10-04,"research,data,ux",8,7,,100,2,2025-09-30
TASK-0921,Create task scheduler,Model training and evaluation,Medium,Review,Irfan,ML-Pipeline,2025-10-10,2025-11-23,,"frontend,bug",8,,,82,12,2025-10-13
TASK-0922,Optimize DB queries,DevOps tasks for deployment,High,Review,Aisha,Ops,2025-08-18,2025-09-07,,"frontend,ux",24,,,85,4,2025-10-11
TASK-0923,Fix production bug - payment,Customer-facing improvements,Critical,In Progress,Chitra,Scheduler,2025-09-04,2025-10-10,,"devops,api,backend",40,,,72,5,2025-10-14
TASK-0924,Create onboarding emails,Data pipeline and ETL,Medium,Review,Aisha,Analytics,2025-08-26,2025-09-22,,"ux,bug,api",40,,TASK-690,75,5,2025-10-14
TASK-0925,Implement caching layer,Testing and QA tasks,High,In Progress,Chitra,Platform,2025-08-25,2025-09-26,,"performance,devops,ml",16,,,42,7,2025-10-04
TASK-0926,Build notification service,DevOps tasks for deployment,High,Done,Gayathri,Payments,2025-09-20,2025-10-27,2025-10-26,bug,24,18,TASK-697,100,10,2025-10-13
TASK-0927,Optimize image processing,Documentation and handover,Low,Done,Gayathri,Scheduler,2025-08-02,2025-08-15,2025-08-14,"devops,ux,bug",40,48,,100,3,2025-10-12
TASK-0928,Migrate DB schema,Performance improvements and profiling,Medium,Todo,Harish,Platform,2025-09-11,2025-10-08,,"bug,backend,ux",24,,,0,0,2025-09-23
TASK-0929,Data ingestion from 3rd-party,Customer-facing improvements,Low,Review,Irfan,Ops,2025-10-05,2025-10-15,,"ux,api",8,,TASK-535,88,8,2025-10-05
TASK-0930,Create task scheduler,Testing and QA tasks,Low,In Progress,Faisal,Notifications,2025-08-17,2025-08-26,,"bug,devops",4,,,27,6,2025-10-08
TASK-0931,Deploy model to staging,Documentation and handover,High,Done,Bhanu,Payments,2025-08-21,2025-09-21,2025-09-10,backend,40,34,,100,1,2025-10-09
TASK-0932,Annotate training data,Frontend design and interaction,Medium,Review,Bhanu,Ops,2025-08-08,2025-09-10,,"backend,ml,api",4,,,77,11,2025-09-28
TASK-0933,Create dashboard widgets,Frontend design and interaction,Critical,In Progress,Gayathri,Dashboard,2025-10-07,2025-10-30,,"data,performance,api",40,,,43,15,2025-10-12
TASK-0934,User research interviews,Testing and QA tasks,Critical,Done,Esha,Platform,2025-07-26,2025-08-19,2025-08-18,"performance,bug,data",40,35,,100,2,2025-09-18
TASK-0935,Train intent classifier,Detailed work on feature as per spec,Low,Done,Aisha,Onboarding,2025-09-25,2025-10-17,2025-10-06,"devops,ux,frontend",8,5,,100,10,2025-09-27
TASK-0936,Optimize DB queries,Detailed work on feature as per spec,Medium,In Progress,Irfan,Payments,2025-07-25,2025-09-06,,"data,ml",4,,,41,12,2025-09-12
TASK-0937,Refactor legacy code,Customer-facing improvements,Critical,In Progress,Harish,Payments,2025-08-21,2025-09-21,,"api,research,performance",8,,,21,5,2025-09-13
TASK-0938,Data ingestion from 3rd-party,Data pipeline and ETL,Critical,Todo,Deepak,Scheduler,2025-08-06,2025-08-15,,"ml,devops,frontend",8,,,0,9,2025-08-17
TASK-0939,Implement auth API,Performance improvements and profiling,High,Done,Irfan,Payments,2025-08-22,2025-09-10,2025-09-06,devops,40,42,TASK-170,100,2,2025-10-03
TASK-0940,Improve logging & monitoring,Frontend design and interaction,High,Done,Harish,ML-Pipeline,2025-09-03,2025-09-22,2025-09-26,"data,research",24,17,TASK-585,100,2,2025-10-05
TASK-0941,Setup feature rollout,Documentation and handover,Medium,Review,Deepak,AuthService,2025-08-25,2025-08-31,,"ml,api,frontend",24,,TASK-469,76,6,2025-09-30
TASK-0942,Investigate latency issue,Customer-facing improvements,Critical,Done,Aisha,Analytics,2025-09-21,2025-10-05,2025-09-25,"ux,devops,performance",8,12,,100,2,2025-10-11
TASK-0943,Data ingestion from 3rd-party,Data pipeline and ETL,Medium,Todo,Chitra,Analytics,2025-07-23,2025-08-18,,"devops,data,ux",16,,,0,3,2025-09-23
TASK-0944,Implement caching layer,Documentation and handover,High,Done,Deepak,Scheduler,2025-08-25,2025-09-15,2025-09-01,ux,16,13,,100,5,2025-09-22
TASK-0945,Fix production bug - payment,Customer-facing improvements,Medium,Todo,Chitra,ML-Pipeline,2025-10-06,2025-10-19,,bug,8,,,0,15,2025-10-07
TASK-0946,Optimize DB queries,Documentation and handover,High,Done,Chitra,Ops,2025-08-04,2025-09-09,2025-08-19,ml,4,5,,100,12,2025-08-10
TASK-0947,Prototype new UI,Data pipeline and ETL,Low,Done,Esha,Platform,2025-08-13,2025-09-23,2025-09-25,"data,ux",40,58,,100,11,2025-09-05
TASK-0948,Write unit tests for scheduler,DevOps tasks for deployment,Medium,Todo,Aisha,Payments,2025-10-12,2025-11-01,,"devops,performance",4,,,0,14,2025-10-12
TASK-0949,Annotate training data,Frontend design and interaction,Critical,Done,Jaya,AuthService,2025-10-12,2025-10-24,2025-10-17,"ux,bug,backend",4,3,,100,6,2025-10-12
TASK-0950,Refactor legacy code,Performance improvements and profiling,Critical,Todo,Jaya,ML-Pipeline,2025-10-03,2025-11-13,,ml,24,,TASK-155,0,5,2025-10-04
TASK-0951,Create data backup job,Documentation and handover,Medium,Blocked,Chitra,Onboarding,2025-09-30,2025-11-10,,"frontend,ux,data",24,,,2,3,2025-10-01
TASK-0952,Improve logging & monitoring,Frontend design and interaction,High,Review,Irfan,ML-Pipeline,2025-09-13,2025-09-28,,"devops,backend,research",40,,TASK-390,76,0,2025-09-24
TASK-0953,Improve logging & monitoring,Model training and evaluation,High,Todo,Esha,Scheduler,2025-10-02,2025-10-10,,"backend,data",24,,,0,10,2025-10-04
TASK-0954,Build notification service,Customer-facing improvements,Low,Todo,Jaya,Payments,2025-07-17,2025-08-12,,"performance,frontend",4,,,0,11,2025-08-02
TASK-0955,Conduct A/B test,Customer-facing improvements,Medium,Todo,Bhanu,Payments,2025-08-17,2025-08-27,,research,8,,,0,11,2025-09-10
TASK-0956,Data ingestion from 3rd-party,Frontend design and interaction,Low,Todo,Bhanu,Scheduler,2025-10-11,2025-10-23,,"backend,performance",4,,,0,15,2025-10-13
TASK-0957,Implement auth API,Frontend design and interaction,Medium,Todo,Bhanu,Dashboard,2025-08-21,2025-09-30,,performance,8,,TASK-881,0,10,2025-09-10
TASK-0958,Set up CI/CD pipeline,Frontend design and interaction,High,Review,Aisha,Payments,2025-07-17,2025-08-07,,devops,4,,TASK-631,82,14,2025-09-02
TASK-0959,Deploy model to staging,Model training and evaluation,Medium,In Progress,Jaya,Analytics,2025-08-28,2025-09-18,,"ml,devops",16,,,18,14,2025-09-24
TASK-0960,Design user onboarding flow,Backend APIs and integration,Low,Todo,Bhanu,Platform,2025-09-29,2025-10-04,,backend,24,,,0,8,2025-10-01
TASK-0961,Write API documentation,Frontend design and interaction,Medium,Todo,Aisha,Platform,2025-10-02,2025-11-16,,"api,frontend",8,,,0,14,2025-10-03
TASK-0962,Optimize DB queries,DevOps tasks for deployment,Low,In Progress,Deepak,Onboarding,2025-08-16,2025-09-02,,"frontend,backend",16,,,72,9,2025-08-28
TASK-0963,Create onboarding emails,Performance improvements and profiling,Low,Review,Aisha,Onboarding,2025-08-03,2025-09-02,,bug,40,,,84,13,2025-09-04
TASK-0964,Write API documentation,Detailed work on feature as per spec,Low,In Progress,Faisal,Payments,2025-07-21,2025-08-05,,"performance,ml,api",16,,,55,2,2025-09-04
TASK-0965,Refactor legacy code,Backend APIs and integration,Medium,Done,Harish,Onboarding,2025-10-10,2025-10-16,2025-10-14,"performance,ux",4,3,,100,3,2025-10-10
TASK-0966,Improve logging & monitoring,Customer-facing improvements,Medium,In Progress,Esha,Onboarding,2025-10-12,2025-11-25,,"ux,devops",40,,,75,8,2025-10-12
TASK-0967,Train intent classifier,Data pipeline and ETL,Medium,Review,Faisal,Scheduler,2025-10-09,2025-10-28,,"ux,data,backend",40,,,82,15,2025-10-14
TASK-0968,Write unit tests for scheduler,Backend APIs and integration,Low,In Progress,Bhanu,Dashboard,2025-08-27,2025-10-07,,"research,frontend,performance",24,,,24,9,2025-08-30
TASK-0969,Write API documentation,Documentation and handover,Medium,Todo,Chitra,Analytics,2025-08-20,2025-09-03,,data,40,,,0,14,2025-10-10
TASK-0970,Design user onboarding flow,Backend APIs and integration,High,Done,Chitra,Dashboard,2025-07-22,2025-08-02,2025-07-22,api,4,4,,100,2,2025-09-12
TASK-0971,Implement auth API,Frontend design and interaction,Medium,Review,Esha,AuthService,2025-08-06,2025-08-14,,bug,40,,,94,14,2025-08-24
TASK-0972,Implement role based access,Backend APIs and integration,Low,In Progress,Aisha,Platform,2025-08-11,2025-09-23,,"research,data,backend",4,,,56,4,2025-08-31
TASK-0973,Conduct A/B test,Backend APIs and integration,Medium,Done,Faisal,Platform,2025-08-10,2025-08-27,2025-08-28,"data,bug",24,36,,100,8,2025-08-15
TASK-0974,Deploy model to staging,Documentation and handover,Medium,Review,Chitra,Payments,2025-08-27,2025-10-05,,research,40,,,75,15,2025-10-09
TASK-0975,Setup feature rollout,Customer-facing improvements,Low,Todo,Gayathri,Platform,2025-08-11,2025-08-23,,"performance,api",4,,,0,3,2025-09-13
TASK-0976,Implement role based access,Backend APIs and integration,High,In Progress,Faisal,Dashboard,2025-10-09,2025-11-12,,"devops,ml,api",16,,,75,10,2025-10-14
TASK-0977,Evaluate model accuracy,Testing and QA tasks,Low,Done,Jaya,Dashboard,2025-09-21,2025-10-12,2025-10-11,ux,24,31,,100,7,2025-10-14
TASK-0978,Set up CI/CD pipeline,Customer-facing improvements,Medium,In Progress,Irfan,Notifications,2025-09-25,2025-10-02,,"backend,ml",40,,,54,11,2025-10-13
TASK-0979,Conduct A/B test,Data pipeline and ETL,High,In Progress,Irfan,Platform,2025-09-28,2025-10-01,,"ux,devops,research",40,,,69,1,2025-10-11
TASK-0980,Build notification service,Model training and evaluation,Medium,Todo,Irfan,ML-Pipeline,2025-07-29,2025-09-06,,performance,4,,,0,2,2025-08-25
TASK-0981,Setup feature rollout,Backend APIs and integration,Medium,Blocked,Deepak,Analytics,2025-07-22,2025-09-01,,"ml,devops,performance",4,,,26,0,2025-09-03
TASK-0982,Create dashboard widgets,Data pipeline and ETL,Low,In Progress,Irfan,Platform,2025-10-02,2025-10-30,,"backend,ml",16,,,40,15,2025-10-04
TASK-0983,Set up CI/CD pipeline,Backend APIs and integration,Medium,In Progress,Aisha,Payments,2025-07-17,2025-08-07,,"backend,performance",24,,,65,2,2025-09-21
TASK-0984,Build notification service,Model training and evaluation,Medium,In Progress,Irfan,Onboarding,2025-08-06,2025-09-12,,"backend,performance,api",40,,TASK-279,15,13,2025-10-11
TASK-0985,Create data backup job,Backend APIs and integration,High,Done,Jaya,Scheduler,2025-08-25,2025-10-07,2025-09-18,"data,performance",40,50,,100,12,2025-10-08
TASK-0986,Fix production bug - payment,DevOps tasks for deployment,Medium,Done,Gayathri,Ops,2025-09-05,2025-09-13,2025-09-10,"ux,research",16,22,TASK-128,100,5,2025-09-08
TASK-0987,Create data backup job,Documentation and handover,Critical,Todo,Gayathri,Onboarding,2025-08-31,2025-09-10,,api,4,,,0,12,2025-09-13
TASK-0988,Deploy model to staging,Testing and QA tasks,Low,Done,Chitra,AuthService,2025-08-10,2025-09-19,2025-08-26,"bug,backend",24,26,TASK-609,100,9,2025-09-11
TASK-0989,Create dashboard widgets,Detailed work on feature as per spec,Low,In Progress,Gayathri,Notifications,2025-08-04,2025-09-15,,"performance,api",24,,TASK-809,60,0,2025-09-12
TASK-0990,Train intent classifier,Performance improvements and profiling,High,In Progress,Harish,Analytics,2025-08-07,2025-08-11,,"api,research,bug",8,,TASK-519,8,7,2025-09-23
TASK-0991,Set up CI/CD pipeline,Performance improvements and profiling,High,Blocked,Chitra,Dashboard,2025-09-01,2025-09-22,,frontend,24,,,3,0,2025-10-15
TASK-0992,Optimize image processing,Performance improvements and profiling,Low,Todo,Chitra,Scheduler,2025-09-07,2025-09-21,,"performance,api",24,,,0,2,2025-10-01
TASK-0993,Design user onboarding flow,Backend APIs and integration,Low,In Progress,Bhanu,AuthService,2025-08-28,2025-10-02,,"data,ux",24,,,5,0,2025-09-03
TASK-0994,Write API documentation,Customer-facing improvements,Medium,In Progress,Harish,Platform,2025-09-28,2025-10-13,,ml,40,,,50,8,2025-10-12
TASK-0995,Build notification service,Performance improvements and profiling,High,Done,Gayathri,AuthService,2025-09-26,2025-10-06,2025-10-01,devops,40,34,,100,13,2025-10-07
TASK-0996,Migrate DB schema,Customer-facing improvements,High,Done,Irfan,Onboarding,2025-08-16,2025-09-23,2025-09-07,"ml,bug,research",40,30,TASK-688,100,10,2025-10-11
TASK-0997,Set up CI/CD pipeline,Testing and QA tasks,High,Done,Esha,Onboarding,2025-10-10,2025-11-09,2025-10-26,"bug,research",24,22,TASK-202,100,6,2025-10-11
TASK-0998,Optimize image processing,Documentation and handover,Low,In Progress,Harish,Ops,2025-10-04,2025-11-04,,"performance,devops",8,,,26,0,2025-10-07
TASK-0999,Create data backup job,DevOps tasks for deployment,Medium,Review,Bhanu,ML-Pipeline,2025-08-30,2025-09-02,,"data,backend,frontend",40,,,71,10,2025-10-14
TASK-1000,Investigate latency issue,Data pipeline and ETL,Low,Review,Deepak,Analytics,2025-08-06,2025-09-10,,research,40,,,77,0,2025-08-10
