task_id,title,description,priority,status,assignee,project,created_date,due_date,completed_date,tags,estimated_hours,actual_hours,dependencies,progress_percent,comments_count,last_updated,text,clean_text,deadline,days_left,workload_hours,priority_encoded
TASK-0280,Conduct A/B test,Data pipeline and ETL,Low,Todo,Chitra,ML-Pipeline,12-08-2025,26-08-2025,,backend,4,,,0,8,23-09-2025,Conduct A/B test Data pipeline and ETL,conduct test data pipeline etl,2025-11-01 23:47:31.673910,3,7,2
TASK-0281,Fix production bug - payment,Documentation and handover,Low,Review,Irfan,Scheduler,24-09-2025,28-09-2025,,"data,frontend",4,,,88,10,07-10-2025,Fix production bug - payment Documentation and handover,fix production bug payment documentation handover,2025-11-04 23:47:31.673910,6,5,2
TASK-0282,Optimize DB queries,Testing and QA tasks,Low,Todo,Deepak,AuthService,14-09-2025,13-10-2025,,performance,8,,TASK-249,0,6,13-10-2025,Optimize DB queries Testing and QA tasks,optimize db query testing qa task,2025-11-02 23:47:31.673910,4,2,2
TASK-0283,Create dashboard widgets,Performance improvements and profiling,Medium,In Progress,Deepak,Analytics,10-09-2025,25-09-2025,,"ml,backend",40,,TASK-70,19,13,20-09-2025,Create dashboard widgets Performance improvements and profiling,create dashboard widget performance improvement profiling,2025-11-09 23:47:31.673910,11,7,3
TASK-0284,Conduct A/B test,Testing and QA tasks,Low,In Progress,Chitra,Ops,23-09-2025,01-11-2025,,"devops,frontend,performance",40,,,32,14,01-10-2025,Conduct A/B test Testing and QA tasks,conduct test testing qa task,2025-11-06 23:47:31.673910,8,8,2
TASK-0285,Design user onboarding flow,Performance improvements and profiling,High,Todo,Faisal,Dashboard,01-08-2025,18-08-2025,,"ml,backend,performance",4,,TASK-241,0,12,01-10-2025,Design user onboarding flow Performance improvements and profiling,design user onboarding flow performance improvement profiling,2025-11-10 23:47:31.673910,12,7,1
TASK-0286,Create onboarding emails,Backend APIs and integration,Medium,Todo,Irfan,Onboarding,18-07-2025,16-08-2025,,ml,16,,,0,9,07-08-2025,Create onboarding emails Backend APIs and integration,create onboarding email backend apis integration,2025-11-06 23:47:31.673910,8,3,3
TASK-0287,Migrate DB schema,Documentation and handover,High,Review,Aisha,ML-Pipeline,16-08-2025,27-08-2025,,"performance,ml,bug",24,,,90,12,12-10-2025,Migrate DB schema Documentation and handover,migrate db schema documentation handover,2025-10-31 23:47:31.673910,2,5,1
TASK-0288,Migrate DB schema,Testing and QA tasks,Medium,In Progress,Esha,Ops,06-08-2025,14-09-2025,,frontend,40,,,12,1,20-08-2025,Migrate DB schema Testing and QA tasks,migrate db schema testing qa task,2025-10-31 23:47:31.673910,2,1,3
TASK-0289,Evaluate model accuracy,Testing and QA tasks,Medium,Todo,Faisal,Scheduler,24-07-2025,31-08-2025,,"frontend,data,devops",8,,,0,15,06-10-2025,Evaluate model accuracy Testing and QA tasks,evaluate model accuracy testing qa task,2025-11-09 23:47:31.673910,11,4,3
TASK-0290,Create data backup job,Data pipeline and ETL,High,Blocked,Faisal,Analytics,10-09-2025,15-10-2025,,"performance,research,backend",4,,,32,3,10-10-2025,Create data backup job Data pipeline and ETL,create data backup job data pipeline etl,2025-11-03 23:47:31.673910,5,8,1
TASK-0291,Migrate DB schema,DevOps tasks for deployment,Medium,In Progress,Esha,ML-Pipeline,27-07-2025,22-08-2025,,"frontend,devops,api",4,,TASK-92,41,5,31-08-2025,Migrate DB schema DevOps tasks for deployment,migrate db schema devops task deployment,2025-10-29 23:47:31.673910,0,3,3
TASK-0292,Integrate payment gateway,Frontend design and interaction,Medium,Done,Irfan,Onboarding,07-09-2025,06-10-2025,11-10-2025,api,16,16.0,,100,2,08-09-2025,Integrate payment gateway Frontend design and interaction,integrate payment gateway frontend design interaction,2025-11-02 23:47:31.673910,4,2,3
TASK-0293,Create data backup job,Data pipeline and ETL,High,In Progress,Faisal,Dashboard,01-08-2025,25-08-2025,,"bug,api,data",24,,,21,5,03-09-2025,Create data backup job Data pipeline and ETL,create data backup job data pipeline etl,2025-10-29 23:47:31.673910,0,5,1
TASK-0294,Write unit tests for scheduler,Documentation and handover,Medium,In Progress,Aisha,Scheduler,30-08-2025,20-09-2025,,"ml,ux",40,,,27,5,14-09-2025,Write unit tests for scheduler Documentation and handover,write unit test scheduler documentation handover,2025-11-01 23:47:31.673910,3,5,3
TASK-0295,Integrate payment gateway,Detailed work on feature as per spec,Critical,In Progress,Harish,Notifications,28-08-2025,11-09-2025,,data,4,,,49,14,01-10-2025,Integrate payment gateway Detailed work on feature as per spec,integrate payment gateway detailed work feature per spec,2025-11-04 23:47:31.673910,6,4,0
TASK-0296,Create dashboard widgets,DevOps tasks for deployment,Medium,Done,Gayathri,ML-Pipeline,26-09-2025,28-10-2025,16-10-2025,backend,40,63.0,,100,4,14-10-2025,Create dashboard widgets DevOps tasks for deployment,create dashboard widget devops task deployment,2025-11-03 23:47:31.673910,5,8,3
TASK-0297,Implement caching layer,Documentation and handover,Medium,Todo,Harish,Onboarding,27-09-2025,04-11-2025,,research,4,,,0,2,07-10-2025,Implement caching layer Documentation and handover,implement caching layer documentation handover,2025-10-29 23:47:31.673910,0,5,3
TASK-0298,Implement auth API,Customer-facing improvements,Medium,In Progress,Deepak,Notifications,19-09-2025,23-09-2025,,data,24,,,16,6,04-10-2025,Implement auth API Customer-facing improvements,implement auth api customer facing improvement,2025-11-11 23:47:31.673910,13,8,3
TASK-0299,Train intent classifier,Customer-facing improvements,Medium,Done,Faisal,Dashboard,26-09-2025,26-10-2025,19-10-2025,"bug,backend",16,15.0,,100,6,10-10-2025,Train intent classifier Customer-facing improvements,train intent classifier customer facing improvement,2025-11-02 23:47:31.673910,4,2,3
TASK-0300,Implement caching layer,Performance improvements and profiling,High,In Progress,Gayathri,Dashboard,27-09-2025,06-11-2025,,"frontend,ml,devops",16,,,72,12,29-09-2025,Implement caching layer Performance improvements and profiling,implement caching layer performance improvement profiling,2025-10-31 23:47:31.673910,2,1,1
TASK-0301,Design user onboarding flow,Performance improvements and profiling,Medium,In Progress,Chitra,Platform,16-08-2025,24-09-2025,,devops,8,,,42,1,07-10-2025,Design user onboarding flow Performance improvements and profiling,design user onboarding flow performance improvement profiling,2025-10-31 23:47:31.673910,2,5,3
TASK-0302,Setup feature rollout,Model training and evaluation,High,In Progress,Irfan,ML-Pipeline,16-09-2025,20-09-2025,,ml,16,,,65,13,21-09-2025,Setup feature rollout Model training and evaluation,setup feature rollout model training evaluation,2025-11-09 23:47:31.673910,11,4,1
TASK-0303,Write API documentation,Data pipeline and ETL,Low,Blocked,Harish,AuthService,30-07-2025,25-08-2025,,"api,performance,research",24,,,32,0,01-09-2025,Write API documentation Data pipeline and ETL,write api documentation data pipeline etl,2025-11-04 23:47:31.673910,6,1,2
TASK-0304,Create dashboard widgets,Customer-facing improvements,Low,In Progress,Chitra,Analytics,24-09-2025,30-09-2025,,"bug,performance",16,,TASK-150,72,6,14-10-2025,Create dashboard widgets Customer-facing improvements,create dashboard widget customer facing improvement,2025-11-01 23:47:31.673910,3,6,2
TASK-0305,Create dashboard widgets,Backend APIs and integration,Medium,Todo,Faisal,Analytics,19-07-2025,10-08-2025,,"bug,frontend",40,,,0,9,04-09-2025,Create dashboard widgets Backend APIs and integration,create dashboard widget backend apis integration,2025-10-30 23:47:31.673910,1,2,3
TASK-0306,Conduct A/B test,Documentation and handover,Medium,Done,Chitra,AuthService,17-09-2025,29-09-2025,03-10-2025,devops,40,48.0,,100,3,30-09-2025,Conduct A/B test Documentation and handover,conduct test documentation handover,2025-11-07 23:47:31.673910,9,5,3
TASK-0307,Improve logging & monitoring,Backend APIs and integration,Low,Todo,Aisha,ML-Pipeline,31-08-2025,22-09-2025,,"bug,ml,api",40,,,0,0,07-09-2025,Improve logging & monitoring Backend APIs and integration,improve logging monitoring backend apis integration,2025-11-08 23:47:31.673910,10,4,2
TASK-0308,Write unit tests for scheduler,Frontend design and interaction,High,Todo,Deepak,Notifications,28-09-2025,14-10-2025,,frontend,24,,,0,15,11-10-2025,Write unit tests for scheduler Frontend design and interaction,write unit test scheduler frontend design interaction,2025-11-06 23:47:31.673910,8,4,1
TASK-0309,Implement auth API,Data pipeline and ETL,Low,Blocked,Irfan,Ops,07-10-2025,09-11-2025,,research,4,,TASK-6,7,6,10-10-2025,Implement auth API Data pipeline and ETL,implement auth api data pipeline etl,2025-10-29 23:47:31.673910,0,6,2
TASK-0310,Create dashboard widgets,Testing and QA tasks,Low,Todo,Esha,Ops,31-08-2025,25-09-2025,,data,40,,,0,0,03-10-2025,Create dashboard widgets Testing and QA tasks,create dashboard widget testing qa task,2025-11-06 23:47:31.673910,8,1,2
TASK-0311,Optimize DB queries,Data pipeline and ETL,Critical,Todo,Irfan,Onboarding,02-10-2025,18-10-2025,,"api,bug,ml",24,,,0,12,08-10-2025,Optimize DB queries Data pipeline and ETL,optimize db query data pipeline etl,2025-10-31 23:47:31.673910,2,1,0
TASK-0312,Optimize DB queries,DevOps tasks for deployment,Low,Todo,Faisal,AuthService,16-08-2025,26-08-2025,,"ml,api,bug",16,,,0,15,23-08-2025,Optimize DB queries DevOps tasks for deployment,optimize db query devops task deployment,2025-11-01 23:47:31.673910,3,6,2
TASK-0313,Evaluate model accuracy,Model training and evaluation,Medium,Review,Harish,Payments,05-08-2025,03-09-2025,,"performance,devops",4,,,91,5,06-08-2025,Evaluate model accuracy Model training and evaluation,evaluate model accuracy model training evaluation,2025-11-08 23:47:31.673910,10,1,3
TASK-0314,Add feature flags,Documentation and handover,Medium,In Progress,Irfan,AuthService,29-09-2025,11-10-2025,,"performance,frontend",8,,TASK-102,48,12,02-10-2025,Add feature flags Documentation and handover,add feature flag documentation handover,2025-11-11 23:47:31.673910,13,8,3
TASK-0315,Write unit tests for scheduler,Performance improvements and profiling,High,In Progress,Jaya,Ops,10-09-2025,24-10-2025,,"bug,api",40,,,67,4,09-10-2025,Write unit tests for scheduler Performance improvements and profiling,write unit test scheduler performance improvement profiling,2025-11-04 23:47:31.673910,6,6,1
TASK-0316,Integrate payment gateway,Backend APIs and integration,Low,In Progress,Chitra,Onboarding,02-10-2025,08-10-2025,,api,4,,,53,4,06-10-2025,Integrate payment gateway Backend APIs and integration,integrate payment gateway backend apis integration,2025-11-08 23:47:31.673910,10,6,2
TASK-0317,Fix production bug - payment,Customer-facing improvements,Low,Todo,Irfan,ML-Pipeline,16-08-2025,31-08-2025,,"api,ux",40,,,0,0,15-10-2025,Fix production bug - payment Customer-facing improvements,fix production bug payment customer facing improvement,2025-11-07 23:47:31.673910,9,7,2
TASK-0318,Conduct A/B test,Detailed work on feature as per spec,Critical,Done,Bhanu,Dashboard,18-08-2025,10-09-2025,14-09-2025,"api,ux",4,2.0,,100,15,14-09-2025,Conduct A/B test Detailed work on feature as per spec,conduct test detailed work feature per spec,2025-11-01 23:47:31.673910,3,2,0
TASK-0319,Build notification service,Model training and evaluation,High,In Progress,Bhanu,Ops,20-07-2025,23-08-2025,,"data,ux,api",24,,,25,12,22-08-2025,Build notification service Model training and evaluation,build notification service model training evaluation,2025-11-02 23:47:31.673910,4,6,1
TASK-0320,Write API documentation,Customer-facing improvements,Critical,Review,Faisal,Notifications,03-09-2025,09-09-2025,,ux,4,,TASK-188,95,0,13-10-2025,Write API documentation Customer-facing improvements,write api documentation customer facing improvement,2025-10-29 23:47:31.673910,0,7,0
TASK-0321,Train intent classifier,Performance improvements and profiling,Low,In Progress,Faisal,Dashboard,31-08-2025,06-09-2025,,"devops,ux,data",16,,,13,10,10-09-2025,Train intent classifier Performance improvements and profiling,train intent classifier performance improvement profiling,2025-11-11 23:47:31.673910,13,4,2
TASK-0322,Design user onboarding flow,DevOps tasks for deployment,Medium,In Progress,Gayathri,Ops,10-08-2025,08-09-2025,,"backend,api",40,,TASK-163,53,10,22-08-2025,Design user onboarding flow DevOps tasks for deployment,design user onboarding flow devops task deployment,2025-11-08 23:47:31.673910,10,6,3
TASK-0323,Create onboarding emails,Documentation and handover,Low,Review,Faisal,ML-Pipeline,11-08-2025,25-09-2025,,"ml,research",16,,,85,2,07-09-2025,Create onboarding emails Documentation and handover,create onboarding email documentation handover,2025-11-05 23:47:31.673910,7,4,2
TASK-0324,Data ingestion from 3rd-party,Model training and evaluation,Low,Done,Gayathri,Payments,27-07-2025,04-08-2025,07-08-2025,"frontend,bug,research",4,4.0,,100,2,03-09-2025,Data ingestion from 3rd-party Model training and evaluation,data ingestion rd party model training evaluation,2025-11-07 23:47:31.673910,9,2,2
TASK-0325,User research interviews,Model training and evaluation,Medium,In Progress,Deepak,Dashboard,24-08-2025,12-09-2025,,"data,api,ml",4,,,71,15,06-09-2025,User research interviews Model training and evaluation,user research interview model training evaluation,2025-11-11 23:47:31.673910,13,8,3
TASK-0326,Add feature flags,Documentation and handover,Low,Review,Jaya,Dashboard,03-08-2025,15-09-2025,,data,8,,,77,9,27-09-2025,Add feature flags Documentation and handover,add feature flag documentation handover,2025-11-05 23:47:31.673910,7,4,2
TASK-0327,Deploy model to staging,Testing and QA tasks,High,Done,Deepak,Dashboard,10-09-2025,01-10-2025,30-09-2025,research,40,33.0,,100,7,29-09-2025,Deploy model to staging Testing and QA tasks,deploy model staging testing qa task,2025-11-08 23:47:31.673910,10,4,1
TASK-0328,Improve logging & monitoring,Documentation and handover,Medium,In Progress,Aisha,Payments,24-09-2025,14-10-2025,,backend,16,,,40,5,14-10-2025,Improve logging & monitoring Documentation and handover,improve logging monitoring documentation handover,2025-11-05 23:47:31.673910,7,4,3
TASK-0329,Create data backup job,Detailed work on feature as per spec,Critical,In Progress,Aisha,Onboarding,04-10-2025,27-10-2025,,"research,frontend,performance",16,,,16,7,05-10-2025,Create data backup job Detailed work on feature as per spec,create data backup job detailed work feature per spec,2025-11-01 23:47:31.673910,3,4,0
TASK-0330,Refactor legacy code,DevOps tasks for deployment,Critical,In Progress,Jaya,Platform,12-09-2025,16-10-2025,,devops,40,,TASK-161,47,7,09-10-2025,Refactor legacy code DevOps tasks for deployment,refactor legacy code devops task deployment,2025-11-04 23:47:31.673910,6,6,0
TASK-0331,Optimize DB queries,Frontend design and interaction,Low,Todo,Esha,ML-Pipeline,23-08-2025,11-09-2025,,"backend,api,bug",4,,,0,8,12-10-2025,Optimize DB queries Frontend design and interaction,optimize db query frontend design interaction,2025-10-29 23:47:31.673910,0,4,2
TASK-0332,Optimize image processing,Frontend design and interaction,Medium,Review,Esha,Onboarding,24-07-2025,03-09-2025,,backend,8,,,79,11,08-08-2025,Optimize image processing Frontend design and interaction,optimize image processing frontend design interaction,2025-11-03 23:47:31.673910,5,8,3
TASK-0333,Prototype new UI,Data pipeline and ETL,High,In Progress,Gayathri,Notifications,06-09-2025,14-09-2025,,research,8,,,25,10,02-10-2025,Prototype new UI Data pipeline and ETL,prototype new ui data pipeline etl,2025-11-06 23:47:31.673910,8,4,1
TASK-0334,Create onboarding emails,Detailed work on feature as per spec,Low,Todo,Harish,ML-Pipeline,23-08-2025,16-09-2025,,"performance,frontend,ml",16,,,0,10,21-09-2025,Create onboarding emails Detailed work on feature as per spec,create onboarding email detailed work feature per spec,2025-11-01 23:47:31.673910,3,6,2
